1,0.5317,0.010685,0.092987,-0.17174,-0.087048,0.15068,0.2467,0.019515,-0.041779,0.10965,0.23285,0.14455,0.1763,-0.31045,-0.075501,-0.023556,-0.084985,0.20199,0.38108,-0.35987,-0.31092,-0.14965,-0.17359,-0.24382,-0.26873,-0.279,-0.22192,-0.21846,-0.21156,-0.37263,-0.37993,-0.048985,-0.034714,-0.22629,-0.25267,-0.22359,-0.22761,-0.16736,-0.21055,-0.15615,-0.18983,-0.2665,-0.33175,-0.25532,-0.12225,-0.38767,-0.39235,0.25149,0.33584,0.31761,0.3218,0.24419,0.28083,-0.17521,-0.21125,0.485,0.39331,0.51425,0.60873,0.70254,0.41488,0.38936,0.12469,0.14577,0.25571,-0.11912,0.046457,0.29357,0.2481,-0.35215,-0.38873,-0.24882,-0.25515,-0.24552,-0.29697,-0.076465,-0.14533,-0.08825,-0.1246,-0.15303,-0.20338,-0.20004,-0.26408,-0.095603,-0.046353,-0.16275,-0.1628,-0.021909,0.20381
0.5317,1,-0.18374,0.029758,-0.16398,-0.021597,-0.23261,0.17587,-0.049157,0.10727,0.060124,0.52237,0.18096,0.52137,-0.08036,0.23365,0.11147,0.44162,0.066791,0.42087,-0.083972,-0.051916,-0.22391,-0.131,-0.15298,-0.074249,-0.10215,-0.032787,0.019632,-0.034375,-0.23103,-0.20008,-0.17206,-0.13937,-0.43544,-0.47961,-0.068573,-0.10593,-0.030751,-0.096549,0.029911,-0.049025,-0.20789,-0.20642,-0.38894,-0.30616,-0.21756,-0.27046,-0.046003,0.079104,0.0019971,0.14685,0.23022,0.10275,-0.052101,-0.085274,0.43837,0.63659,0.081505,0.38245,0.29736,0.28137,0.12423,0.32329,-0.27145,0.0077747,-0.39472,-0.31456,0.13543,0.044471,-0.13986,-0.064337,-0.050672,0.024022,-0.12908,-0.11718,-0.18287,-0.099692,0.061213,-0.066475,-0.064782,0.24585,-0.023178,-0.05984,-0.33964,0.037096,0.086065,0.064336,-0.25359,0.036589
0.010685,-0.18374,1,0.39307,0.14601,0.12287,0.82568,-0.11913,0.15969,-0.0040381,0.19332,-0.41526,-0.094688,-0.21459,0.16945,-0.0075604,-0.20571,-0.14384,0.49927,0.11028,-0.17401,-0.20286,0.90465,0.74553,0.37929,0.11141,0.096297,-0.023395,-0.34938,-0.092912,0.22378,0.14429,0.25934,-0.11095,0.5416,0.34635,0.011597,0.0047101,0.024208,-0.033824,-0.030814,-0.040815,0.47293,0.26662,0.57721,0.16554,0.2823,0.33634,-0.030317,-0.3566,0.25326,-0.30489,-0.28071,-0.076773,-0.17973,-0.059571,0.21089,0.19335,0.31598,-0.22302,0.083094,-0.5052,-0.19697,-0.4427,0.42896,-0.19714,0.57691,0.050568,0.25576,0.22764,0.099827,-0.19701,-0.14334,-0.41325,-0.14096,-0.22625,0.12387,-0.22556,-0.099229,0.064605,-0.066164,0.00068048,0.065578,0.075375,0.59172,0.13352,0.043133,0.065256,-0.11432,-0.22898
0.092987,0.029758,0.39307,1,0.096557,0.32459,0.51032,0.71209,0.26643,0.27951,-0.039375,0.13734,0.10706,0.2259,-0.058557,0.18701,-0.32724,-0.18856,0.042212,0.113,-0.29258,-0.3003,0.47863,0.63448,0.086848,0.10233,-0.11954,-0.15709,-0.31715,-0.14341,0.061123,0.20499,0.11024,0.12885,0.11369,0.18435,-0.18461,-0.12125,-0.08537,-0.14875,-0.22642,-0.20449,0.015524,-0.051395,0.073466,0.070776,-0.015864,-0.029565,-0.074839,0.018206,0.058887,0.18826,-0.066966,0.03815,-0.17422,-0.19014,-0.02999,0.077874,0.12206,0.048644,0.15984,0.18843,-0.29684,-0.21849,0.1203,0.46841,0.11175,0.060904,0.076605,0.0745,-0.16441,-0.26364,-0.40151,-0.4842,-0.27897,-0.33708,-0.27023,-0.20848,-0.35034,-0.096521,-0.2317,-0.030795,-0.049302,-0.093038,-0.024351,0.11255,-0.048118,-0.074989,-0.17928,-0.1383
-0.17174,-0.16398,0.14601,0.096557,1,0.83964,0.075462,0.010617,0.85388,0.77364,0.10965,0.033192,0.13137,0.1681,0.5826,0.56849,-0.24046,-0.10189,-0.1455,-0.24042,0.22956,0.24371,0.22045,0.061452,0.76228,0.73428,0.46542,0.44898,0.0041142,0.068658,0.2961,0.32285,-0.058858,-0.093504,0.066739,-0.0099034,-0.3003,-0.27129,-0.2693,-0.23829,-0.29656,-0.34129,-0.074216,-0.1311,0.087721,-0.092711,-0.19352,-0.17403,-0.21571,-0.14757,-0.065894,-0.14814,-0.29981,-0.37422,-0.25255,-0.28328,-0.096835,0.028345,-0.04031,-0.24493,-0.072082,-0.11306,-0.12518,-0.19364,0.078875,0.055066,0.0022793,-0.23714,-0.0042078,-0.0054763,0.29751,0.24032,-0.03509,-0.13474,-0.034109,-0.13361,-0.25664,-0.41937,-0.25806,-0.049447,-0.1985,-0.040646,0.092838,0.21744,0.025034,0.078864,-0.031255,0.3238,-0.079426,-0.10549
-0.087048,-0.021597,0.12287,0.32459,0.83964,1,0.08501,0.20666,0.76051,0.86082,0.033706,0.14846,0.11653,0.30072,0.47563,0.63362,-0.33605,-0.02477,-0.1351,-0.06349,0.12556,0.14846,0.17778,0.14236,0.67423,0.71257,0.34742,0.41657,-0.053622,0.081839,0.2043,0.26332,-0.0090204,-0.051909,-0.041519,-0.072551,-0.33021,-0.23273,-0.23242,-0.21169,-0.27256,-0.27799,-0.087127,-0.10397,0.065213,-0.041725,-0.18086,-0.19274,-0.16616,-0.10455,-0.043667,-0.051055,-0.24547,-0.35692,-0.26171,-0.23345,-0.079839,0.085035,0.0056391,-0.18244,-0.030613,-0.052318,-0.22043,-0.16933,-0.026887,0.093948,-0.05138,-0.25037,0.039481,0.033859,0.17477,0.10622,-0.16209,-0.17934,-0.11389,-0.13654,-0.41398,-0.43783,-0.33692,-0.079793,-0.22145,0.10914,0.092855,0.22729,-0.097717,0.19547,-0.0026542,0.30386,-0.18362,-0.1138
0.15068,-0.23261,0.82568,0.51032,0.075462,0.08501,1,0.19957,0.21079,-0.016068,0.28814,-0.25564,0.15995,-0.14499,0.03678,-0.057019,-0.25509,-0.2198,0.41481,0.084731,-0.34319,-0.32683,0.74985,0.52856,0.17457,-0.073769,-0.041683,-0.17477,-0.31435,-0.14001,0.023206,-0.028879,0.37509,0.096518,0.3171,0.24645,-0.19327,-0.21362,-0.15408,-0.24543,-0.24494,-0.23265,0.28666,0.052964,0.44885,0.14701,0.15491,0.16516,0.11754,-0.22007,0.27241,-0.2535,-0.21273,-0.019853,-0.24635,-0.23144,0.062227,0.055943,0.46927,0.0037818,0.31376,-0.20583,-0.016856,-0.21838,0.59984,0.01993,0.60552,0.1587,0.25121,0.24743,-0.024877,-0.27344,-0.18605,-0.41956,-0.22905,-0.30473,0.043521,-0.27754,-0.27472,-0.095548,-0.14183,-0.18368,-0.10594,-0.1649,0.39632,-0.0085302,-0.20894,-0.21113,0.044343,-0.099431
0.2467,0.17587,-0.11913,0.71209,0.010617,0.20666,0.19957,1,0.27307,0.31592,0.051317,0.52123,0.31877,0.39363,-0.16386,0.16659,-0.26026,-0.15717,-0.14534,0.054624,-0.27867,-0.25534,-0.030314,0.014753,-0.28913,-0.14688,-0.2419,-0.22076,-0.088896,-0.069181,-0.21938,-0.040108,-0.064334,0.19709,-0.33585,-0.11549,-0.32249,-0.27617,-0.21787,-0.28393,-0.31048,-0.28143,-0.45773,-0.46216,-0.39946,-0.11225,-0.38921,-0.45337,0.084838,0.35319,-0.016147,0.37069,0.23026,0.22199,-0.069131,-0.25745,-0.12909,-0.07838,0.094742,0.39114,0.23039,0.68775,-0.068551,0.18926,0.12552,0.7412,-0.21269,0.061509,-0.10776,-0.079543,-0.2453,-0.22979,-0.32257,-0.2809,-0.22519,-0.24387,-0.38545,-0.14661,-0.40215,-0.22264,-0.27627,-0.10089,-0.14686,-0.22417,-0.2503,0.0016553,-0.2166,-0.28563,0.090061,0.22444
0.019515,-0.049157,0.15969,0.26643,0.85388,0.76051,0.21079,0.27307,1,0.80972,0.27317,0.26409,0.38367,0.36726,0.54829,0.58477,-0.28654,-0.099274,-0.15704,-0.21873,0.058111,0.10498,0.21624,0.025873,0.52518,0.52562,0.32806,0.32701,-0.066911,0.0098872,0.1649,0.23466,-0.073128,-0.088354,0.036501,0.0085434,-0.4218,-0.40198,-0.34512,-0.37603,-0.4124,-0.45145,-0.24709,-0.32815,-0.036389,-0.15749,-0.38252,-0.34727,-0.16279,-0.027842,-0.019969,-0.047743,-0.20236,-0.29564,-0.29138,-0.42451,-0.091791,0.11103,0.066684,0.007462,0.13845,0.12347,-0.05201,-0.12793,0.28063,0.31609,-0.028211,-0.21682,0.036123,0.064841,0.20868,0.12101,-0.15058,-0.27954,-0.1347,-0.26476,-0.33545,-0.46161,-0.32918,-0.073147,-0.25708,-0.09592,0.0060666,-0.019938,-0.02166,-0.029642,-0.13918,0.16902,0.018541,-0.086651
-0.041779,0.10727,-0.0040381,0.27951,0.77364,0.86082,-0.016068,0.31592,0.80972,1,0.21647,0.44417,0.33455,0.55565,0.62018,0.78542,-0.25428,0.041786,-0.18964,-0.17682,0.26383,0.31183,0.082238,0.0017077,0.55649,0.68171,0.35689,0.45158,0.031332,0.090471,0.21958,0.32281,-0.21957,-0.20686,-0.11549,-0.111,-0.29639,-0.27143,-0.22773,-0.24091,-0.25195,-0.29945,-0.33463,-0.35649,-0.19739,-0.2916,-0.39427,-0.37138,-0.27609,-0.076715,-0.13159,-0.010094,-0.13261,-0.27819,-0.13967,-0.23634,-0.11822,0.1332,-0.030356,-0.060877,0.014117,0.12623,-0.14664,-0.12478,0.040315,0.27501,-0.20087,-0.39373,-0.011829,-0.043075,0.31727,0.27749,-0.074062,-0.15102,-0.08211,-0.15853,-0.40319,-0.38131,-0.30023,-0.091162,-0.2625,0.11842,0.11536,0.098431,-0.2186,0.10893,0.0083802,0.38319,-0.09182,-0.040869
